Wolverhampton Wanderers (Loan),Raúl Jiménez,2019/2020
Wolverhampton Wanderers (Loan),Raúl Jiménez,2018/2019
Manchester City,João Cancelo,2021/2022
Manchester City,João Cancelo,2020/2021
Manchester City,João Cancelo,2019/2020
Wolverhampton Wanderers,João Moutinho,2021/2022
Wolverhampton Wanderers,João Moutinho,2020/2021
Wolverhampton Wanderers,João Moutinho,2019/2020
Wolverhampton Wanderers,João Moutinho,2018/2019
Watford,João Pedro,2021/2022
Watford,João Pedro,2019/2020
Everton,João Virgínia,2021/2022
Everton,João Virgínia,2020/2021
Everton,João Virgínia,2019/2020
Everton (Loan),João Virgínia,2019/2020
Everton,João Virgínia,2018/2019
Everton (Loan),João Virgínia,2018/2019
Newcastle United,Joelinton,2021/2022
Newcastle United,Joelinton,2020/2021
Newcastle United,Joelinton,2019/2020
Everton,Kyle John,2021/2022
Everton,Kyle John,2020/2021
Arsenal,Tyreece John-Jules,2021/2022
Arsenal,Tyreece John-Jules,2020/2021
Arsenal,Tyreece John-Jules,2019/2020
Arsenal,Tyreece John-Jules,2018/2019
West Ham United,Ben Johnson,2021/2022
West Ham United U21,Ben Johnson,2021/2022
West Ham United U21,Ben Johnson,2020/2021
West Ham United U21,Ben Johnson,2019/2020
West Ham United,Ben Johnson,2018/2019
West Ham United,Ben Johnson,2017/2018
Liverpool,Curtis Jones,2021/2022
Liverpool,Curtis Jones,2020/2021
Liverpool,Curtis Jones,2019/2020
Liverpool,Curtis Jones,2018/2019
Liverpool,Curtis Jones,2017/2018
Wolverhampton Wanderers,Jonny,2021/2022
Wolverhampton Wanderers,Jonny,2020/2021
Wolverhampton Wanderers,Jonny,2019/2020
Wolverhampton Wanderers (Loan),Jonny,2019/2020
Wolverhampton Wanderers,Jonny,2018/2019
Wolverhampton Wanderers (Loan),Jonny,2018/2019
Chelsea,Jorginho,2021/2022
Chelsea,Jorginho,2020/2021
Chelsea,Jorginho,2019/2020
Chelsea,Jorginho,2018/2019
Wolverhampton Wanderers,José Sá,2021/2022
Leicester City,James Justin,2021/2022
Leicester City,James Justin,2020/2021
Leicester City,James Justin,2019/2020
Norwich City (Loan),Ozan Kabak,2021/2022
Liverpool (Loan),Ozan Kabak,2021/2022
Liverpool (Loan),Ozan Kabak,2020/2021
Watford,Christian Kabasele,2021/2022
Watford,Christian Kabasele,2019/2020
Watford,Christian Kabasele,2018/2019
Watford,Christian Kabasele,2017/2018
Watford,Christian Kabasele,2016/2017
Aston Villa,Lovre Kalinic,2021/2022
Aston Villa,Lovre Kalinic,2020/2021
Aston Villa,Lovre Kalinic,2019/2020
Watford,Samuel Kalu,2021/2022
Norwich City,Abu Kamara,2021/2022
Tottenham Hotspur,Harry Kane,2021/2022
Tottenham Hotspur,Harry Kane,2020/2021
Tottenham Hotspur,Harry Kane,2019/2020
Tottenham Hotspur,Harry Kane,2018/2019
Tottenham Hotspur,Harry Kane,2017/2018
Tottenham Hotspur,Harry Kane,2016/2017
Tottenham Hotspur,Harry Kane,2015/2016
Tottenham Hotspur,Harry Kane,2014/2015
Tottenham Hotspur,Harry Kane,2013/2014
Norwich City (Loan),Harry Kane,2012/2013
Tottenham Hotspur,Harry Kane,2012/2013
Tottenham Hotspur,Harry Kane,2011/2012
Tottenham Hotspur,Harry Kane,2010/2011
Tottenham Hotspur,Harry Kane,2009/2010
Chelsea,N'Golo Kanté,2021/2022
Chelsea,N'Golo Kanté,2020/2021
Chelsea,N'Golo Kanté,2019/2020
Chelsea,N'Golo Kanté,2018/2019
Chelsea,N'Golo Kanté,2017/2018
Chelsea,N'Golo Kanté,2016/2017
Leicester City,N'Golo Kanté,2015/2016
Brighton and Hove Albion,Michal Karbownik,2021/2022
Brighton and Hove Albion,Michal Karbownik,2020/2021
Liverpool,Loris Karius,2021/2022
Liverpool,Loris Karius,2020/2021
Liverpool,Loris Karius,2019/2020
Liverpool,Loris Karius,2018/2019
Liverpool,Loris Karius,2017/2018
Liverpool,Loris Karius,2016/2017
Wolverhampton Wanderers,Hayao Kawabe,2021/2022
Watford,Edo Kayembe,2021/2022
Manchester City,Kayky,2021/2022
Everton,Moise Kean,2021/2022
Everton,Moise Kean,2020/2021
Everton,Moise Kean,2019/2020
Everton,Michael Keane,2021/2022
Everton,Michael Keane,2020/2021
Everton,Michael Keane,2019/2020
Everton,Michael Keane,2018/2019
Everton,Michael Keane,2017/2018
Burnley,Michael Keane,2017/2018
Burnley,Michael Keane,2016/2017
Burnley,Michael Keane,2014/2015
Manchester United,Michael Keane,2014/2015
Manchester United,Michael Keane,2013/2014
Manchester United,Michael Keane,2012/2013
Manchester United,Michael Keane,2011/2012
Liverpool,Naby Keïta,2021/2022
Liverpool,Naby Keïta,2020/2021
Liverpool,Naby Keïta,2019/2020
Liverpool,Naby Keïta,2018/2019
Liverpool,Caoimhin Kelleher,2021/2022
Liverpool,Caoimhin Kelleher,2020/2021
Liverpool,Caoimhin Kelleher,2019/2020
Liverpool,Caoimhin Kelleher,2018/2019
Liverpool,Caoimhin Kelleher,2016/2017
Crystal Palace,Martin Kelly,2021/2022
Crystal Palace,Martin Kelly,2020/2021
Crystal Palace,Martin Kelly,2019/2020
Crystal Palace,Martin Kelly,2018/2019
Crystal Palace,Martin Kelly,2017/2018
Crystal Palace,Martin Kelly,2016/2017
Crystal Palace,Martin Kelly,2015/2016
Crystal Palace,Martin Kelly,2014/2015
Liverpool,Martin Kelly,2013/2014
Liverpool,Martin Kelly,2012/2013
Liverpool,Martin Kelly,2011/2012
Liverpool,Martin Kelly,2010/2011
Liverpool,Martin Kelly,2009/2010
Liverpool,Martin Kelly,2008/2009
Chelsea,Kenedy,2021/2022
Newcastle United (Loan),Kenedy,2019/2020
Chelsea,Kenedy,2019/2020
Newcastle United (Loan),Kenedy,2018/2019
Chelsea,Kenedy,2018/2019
Newcastle United (Loan),Kenedy,2017/2018
Chelsea,Kenedy,2017/2018
Watford (Loan),Kenedy,2016/2017
Chelsea,Kenedy,2016/2017
Chelsea,Kenedy,2015/2016
Leeds United,Nohan Kenneh,2021/2022
Everton,Jonjoe Kenny,2021/2022
Everton,Jonjoe Kenny,2020/2021
Everton,Jonjoe Kenny,2019/2020
Everton,Jonjoe Kenny,2018/2019
Everton,Jonjoe Kenny,2017/2018
Everton,Jonjoe Kenny,2016/2017
Everton,Jonjoe Kenny,2015/2016
Everton,Jonjoe Kenny,2014/2015
Brighton & Hove Albion,Reda Khadra,2021/2022
Brighton & Hove Albion,Reda Khadra,2020/2021
Leeds United,Kiko Casilla,2021/2022
Leeds United,Kiko Casilla,2020/2021
Wolverhampton Wanderers,Maximilian Kilman,2021/2022
Wolverhampton Wanderers,Maximilian Kilman,2020/2021
Wolverhampton Wanderers,Maximilian Kilman,2019/2020
Wolverhampton Wanderers,Maximilian Kilman,2018/2019
Watford,Joshua King,2021/2022
Everton,Joshua King,2021/2022
Everton,Joshua King,2020/2021
AFC Bournemouth,Joshua King,2019/2020
AFC Bournemouth,Joshua King,2018/2019
AFC Bournemouth,Joshua King,2017/2018
AFC Bournemouth,Joshua King,2016/2017
AFC Bournemouth,Joshua King,2015/2016
Manchester United,Joshua King,2012/2013
Manchester United,Joshua King,2011/2012
Manchester United,Joshua King,2010/2011
Manchester United,Joshua King,2009/2010
Crystal Palace,Nya Kirby,2021/2022
Crystal Palace,Nya Kirby,2020/2021
Crystal Palace,Nya Kirby,2019/2020
Crystal Palace,Nya Kirby,2018/2019
Crystal Palace,Nya Kirby,2017/2018
Arsenal,Alex Kirk,2021/2022
Leeds United,Kristoffer Klaesson,2021/2022
Leeds United,Mateusz Klich,2021/2022
Leeds United,Mateusz Klich,2020/2021
Norwich City,Timm Klose,2021/2022
Norwich City,Timm Klose,2019/2020
Norwich City,Timm Klose,2015/2016
Leicester City,Josh Knight,2021/2022
Leicester City,Josh Knight,2020/2021
Leicester City,Josh Knight,2019/2020
Leicester City,Josh Knight,2018/2019
Leicester City,Josh Knight,2017/2018
Leeds United,Robin Koch,2021/2022
Leeds United,Robin Koch,2020/2021
Arsenal,Sead Kolasinac,2021/2022
Arsenal,Sead Kolasinac,2020/2021
Arsenal,Sead Kolasinac,2019/2020
Arsenal,Sead Kolasinac,2018/2019
Arsenal,Sead Kolasinac,2017/2018
Liverpool,Ibrahima Konaté,2021/2022
Aston Villa,Ezri Konsa,2021/2022
Aston Villa,Ezri Konsa,2020/2021
Aston Villa,Ezri Konsa,2019/2020
Liverpool,Billy Koumetio,2021/2022
Liverpool,Billy Koumetio,2020/2021
Liverpool,Billy Koumetio,2019/2020
Crystal Palace,Cheikhou Kouyaté,2021/2022
Crystal Palace,Cheikhou Kouyaté,2020/2021
Crystal Palace,Cheikhou Kouyaté,2019/2020
Crystal Palace,Cheikhou Kouyaté,2018/2019
West Ham United,Cheikhou Kouyaté,2018/2019
West Ham United,Cheikhou Kouyaté,2017/2018
West Ham United,Cheikhou Kouyaté,2016/2017
West Ham United,Cheikhou Kouyaté,2015/2016
West Ham United,Cheikhou Kouyaté,2014/2015
Chelsea,Mateo Kovacic,2021/2022
Chelsea,Mateo Kovacic,2020/2021
Chelsea,Mateo Kovacic,2019/2020
Chelsea (Loan),Mateo Kovacic,2019/2020
Chelsea (Loan),Mateo Kovacic,2018/2019
Manchester United,Matej Kovár,2021/2022
Manchester United,Matej Kovár,2020/2021
Manchester United,Matej Kovár,2019/2020
Manchester United,Matej Kovár,2018/2019
Brighton and Hove Albion,Kacper Kozlowski,2021/2022
Newcastle United,Emil Krafth,2021/2022
Newcastle United,Emil Krafth,2020/2021
Newcastle United,Emil Krafth,2019/2020
West Ham United (Loan),Alex Král,2021/2022
Norwich City,Tim Krul,2021/2022
Norwich City,Tim Krul,2019/2020
Brighton and Hove Albion,Tim Krul,2018/2019
Brighton and Hove Albion,Tim Krul,2017/2018
Brighton and Hove Albion (Loan),Tim Krul,2017/2018
Newcastle United,Tim Krul,2017/2018
Newcastle United,Tim Krul,2015/2016
Newcastle United,Tim Krul,2014/2015
Newcastle United,Tim Krul,2013/2014
Newcastle United,Tim Krul,2012/2013
Newcastle United,Tim Krul,2011/2012
Newcastle United,Tim Krul,2010/2011
Newcastle United,Tim Krul,2008/2009
Newcastle United,Tim Krul,2007/2008
Newcastle United,Tim Krul,2006/2007
Watford,Juraj Kucka,2021/2022
Tottenham Hotspur (Loan),Dejan Kulusevski,2021/2022
Arsenal,Alexandre Lacazette,2021/2022
Arsenal,Alexandre Lacazette,2020/2021
Arsenal,Alexandre Lacazette,2019/2020
Arsenal,Alexandre Lacazette,2018/2019
Arsenal,Alexandre Lacazette,2017/2018
Brighton and Hove Albion,Adam Lallana,2021/2022
Brighton and Hove Albion,Adam Lallana,2020/2021
Liverpool,Adam Lallana,2020/2021
Liverpool,Adam Lallana,2019/2020
Liverpool,Adam Lallana,2018/2019
Liverpool,Adam Lallana,2017/2018
Liverpool,Adam Lallana,2016/2017
Liverpool,Adam Lallana,2015/2016
Liverpool,Adam Lallana,2014/2015
Southampton,Adam Lallana,2013/2014
Southampton,Adam Lallana,2012/2013
Tottenham Hotspur,Erik Lamela,2021/2022
Tottenham Hotspur,Erik Lamela,2020/2021
Tottenham Hotspur,Erik Lamela,2019/2020
Tottenham Hotspur,Erik Lamela,2018/2019
Tottenham Hotspur,Erik Lamela,2017/2018
Tottenham Hotspur,Erik Lamela,2016/2017
Tottenham Hotspur,Erik Lamela,2015/2016
Tottenham Hotspur,Erik Lamela,2014/2015
Tottenham Hotspur,Erik Lamela,2013/2014
Brighton and Hove Albion,Tariq Lamptey,2021/2022
Brighton and Hove Albion,Tariq Lamptey,2020/2021
Brighton and Hove Albion,Tariq Lamptey,2019/2020
Chelsea U21,Tariq Lamptey,2019/2020
Newcastle United,Daniel Langley,2021/2022
Newcastle United,Daniel Langley,2020/2021
Aston Villa,Henri Lansbury,2021/2022
Aston Villa,Henri Lansbury,2020/2021
Aston Villa,Henri Lansbury,2019/2020
Arsenal,Henri Lansbury,2012/2013
Arsenal,Henri Lansbury,2011/2012
Arsenal,Henri Lansbury,2010/2011
Arsenal,Henri Lansbury,2009/2010
Arsenal,Henri Lansbury,2008/2009
Arsenal,Henri Lansbury,2007/2008
Arsenal,Henri Lansbury,2006/2007
West Ham United,Manuel Lanzini,2021/2022
West Ham United,Manuel Lanzini,2020/2021
West Ham United,Manuel Lanzini,2019/2020
West Ham United,Manuel Lanzini,2018/2019
West Ham United,Manuel Lanzini,2017/2018
West Ham United,Manuel Lanzini,2016/2017
West Ham United (Loan),Manuel Lanzini,2015/2016
Manchester City,Aymeric Laporte,2021/2022
Manchester City,Aymeric Laporte,2020/2021
Manchester City,Aymeric Laporte,2019/2020
Manchester City,Aymeric Laporte,2018/2019
Manchester City,Aymeric Laporte,2017/2018
Newcastle United,Jamaal Lascelles,2021/2022
Newcastle United,Jamaal Lascelles,2020/2021
Newcastle United,Jamaal Lascelles,2019/2020
Newcastle United,Jamaal Lascelles,2018/2019
Newcastle United,Jamaal Lascelles,2017/2018
Newcastle United,Jamaal Lascelles,2015/2016
Newcastle United,Jamaal Lascelles,2014/2015
Manchester City,Roméo Lavia,2021/2022
Tottenham Hotspur,Marcel Lavinier,2021/2022
Tottenham Hotspur,Marcel Lavinier,2020/2021
Watford,Achraf Lazaar,2021/2022
Newcastle United,Achraf Lazaar,2019/2020
Newcastle United,Achraf Lazaar,2018/2019
Newcastle United,Achraf Lazaar,2017/2018
Everton,Zan-Luk Leban,2021/2022
Everton,Zan-Luk Leban,2020/2021
Norwich City,Pierre Lees-Melou,2021/2022
Newcastle United,Florian Lejeune,2021/2022
Newcastle United,Florian Lejeune,2020/2021
Newcastle United,Florian Lejeune,2019/2020
Newcastle United,Florian Lejeune,2018/2019
Newcastle United,Florian Lejeune,2017/2018
Manchester City,Florian Lejeune,2015/2016
Wolverhampton Wanderers,Dexter Lembikisa,2021/2022
Southampton,Mario Lemina,2021/2022
Fulham (Loan),Mario Lemina,2020/2021
Southampton,Mario Lemina,2019/2020
Southampton,Mario Lemina,2018/2019
Southampton,Mario Lemina,2017/2018
Burnley,Aaron Lennon,2021/2022
Burnley,Aaron Lennon,2019/2020
Burnley,Aaron Lennon,2018/2019
Burnley,Aaron Lennon,2017/2018
Everton,Aaron Lennon,2017/2018
Everton,Aaron Lennon,2016/2017
Everton,Aaron Lennon,2015/2016
Tottenham Hotspur,Aaron Lennon,2015/2016
Everton (Loan),Aaron Lennon,2014/2015
Tottenham Hotspur,Aaron Lennon,2014/2015
Tottenham Hotspur,Aaron Lennon,2013/2014
Tottenham Hotspur,Aaron Lennon,2012/2013
Tottenham Hotspur,Aaron Lennon,2011/2012
Tottenham Hotspur,Aaron Lennon,2010/2011
Tottenham Hotspur,Aaron Lennon,2009/2010
Tottenham Hotspur,Aaron Lennon,2008/2009
Tottenham Hotspur,Aaron Lennon,2007/2008
Tottenham Hotspur,Aaron Lennon,2006/2007
Tottenham Hotspur,Aaron Lennon,2005/2006
Leeds United,Aaron Lennon,2003/2004
Leeds United,Aaron Lennon,2002/2003
Arsenal,Bernd Leno,2021/2022
Arsenal,Bernd Leno,2020/2021
Arsenal,Bernd Leno,2019/2020
Arsenal,Bernd Leno,2018/2019
Brighton & Hove Albion,Marc Leonard,2021/2022
Leicester City,Thakgalo Leshabela,2021/2022
Leicester City,Thakgalo Leshabela,2020/2021
Leicester City,Thakgalo Leshabela,2019/2020
Leicester City,Thakgalo Leshabela,2018/2019
Manchester United,Dylan Levitt,2021/2022
Manchester United,Dylan Levitt,2020/2021
Manchester United,Dylan Levitt,2019/2020
Newcastle United,Jamal Lewis,2021/2022
Newcastle United,Jamal Lewis,2020/2021
Norwich City,Jamal Lewis,2019/2020
Chelsea,Lewis Hall,2021/2022
Manchester United,Victor Lindelöf,2021/2022
Manchester United,Victor Lindelöf,2020/2021
Manchester United,Victor Lindelöf,2019/2020
Manchester United,Victor Lindelöf,2018/2019
Manchester United,Victor Lindelöf,2017/2018
Aston Villa U21,Hayden Lindley,2021/2022
Aston Villa,Hayden Lindley,2021/2022
Aston Villa U21,Hayden Lindley,2020/2021
Manchester United,Jesse Lingard,2021/2022
West Ham United (Loan),Jesse Lingard,2020/2021
Manchester United,Jesse Lingard,2020/2021
Manchester United,Jesse Lingard,2019/2020
Manchester United,Jesse Lingard,2018/2019
Manchester United,Jesse Lingard,2017/2018
Manchester United,Jesse Lingard,2016/2017
Manchester United,Jesse Lingard,2015/2016
Manchester United,Jesse Lingard,2014/2015
Manchester United,Jesse Lingard,2013/2014
Manchester United,Jesse Lingard,2012/2013
Manchester United,Jesse Lingard,2011/2012
Southampton,Valentino Livramento,2021/2022
Chelsea,Valentino Livramento,2021/2022
Chelsea,Valentino Livramento,2020/2021
Leeds United,Diego Llorente,2021/2022
Leeds United,Diego Llorente,2020/2021
Tottenham Hotspur,Hugo Lloris,2021/2022
Tottenham Hotspur,Hugo Lloris,2020/2021
Tottenham Hotspur,Hugo Lloris,2019/2020
Tottenham Hotspur,Hugo Lloris,2018/2019
Tottenham Hotspur,Hugo Lloris,2017/2018
Tottenham Hotspur,Hugo Lloris,2016/2017
Tottenham Hotspur,Hugo Lloris,2015/2016
Tottenham Hotspur,Hugo Lloris,2014/2015
Tottenham Hotspur,Hugo Lloris,2013/2014
Tottenham Hotspur,Hugo Lloris,2012/2013
Tottenham Hotspur,Giovani Lo Celso,2021/2022
Tottenham Hotspur,Giovani Lo Celso,2020/2021
Tottenham Hotspur (Loan),Giovani Lo Celso,2019/2020
Brighton and Hove Albion,Jürgen Locadia,2021/2022
Brighton and Hove Albion (Loan),Jürgen Locadia,2019/2020
Brighton and Hove Albion (Loan),Jürgen Locadia,2018/2019
Brighton and Hove Albion,Jürgen Locadia,2018/2019
Brighton and Hove Albion (Loan),Jürgen Locadia,2017/2018
Chelsea,Ruben Loftus-Cheek,2021/2022
Fulham (Loan),Ruben Loftus-Cheek,2020/2021
Chelsea,Ruben Loftus-Cheek,2020/2021
Chelsea,Ruben Loftus-Cheek,2019/2020
Chelsea,Ruben Loftus-Cheek,2018/2019
Crystal Palace (Loan),Ruben Loftus-Cheek,2017/2018
Chelsea,Ruben Loftus-Cheek,2017/2018
Chelsea,Ruben Loftus-Cheek,2016/2017
Chelsea,Ruben Loftus-Cheek,2015/2016
Chelsea,Ruben Loftus-Cheek,2014/2015
Chelsea,Ruben Loftus-Cheek,2013/2014
Chelsea,Ruben Loftus-Cheek,2012/2013
Everton,Andy Lonergan,2021/2022
West Bromwich Albion,Andy Lonergan,2020/2021
Liverpool,Andy Lonergan,2020/2021
Liverpool,Andy Lonergan,2019/2020
Burnley,Kevin Long,2021/2022
Burnley,Kevin Long,2020/2021
Burnley,Kevin Long,2019/2020
Burnley,Kevin Long,2018/2019
Burnley,Kevin Long,2017/2018
Burnley,Kevin Long,2016/2017
Burnley,Kevin Long,2014/2015
Burnley,Kevin Long,2009/2010
West Ham United U21,Emmanuel Longelo,2021/2022
West Ham United,Emmanuel Longelo,2021/2022
West Ham United,Emmanuel Longelo,2020/2021
Newcastle United,Matthew Longstaff,2021/2022
Newcastle United,Matthew Longstaff,2020/2021
Newcastle United U21,Matthew Longstaff,2019/2020
Wolverhampton Wanderers,Nigel Lonwijk,2021/2022
Wolverhampton Wanderers,Nigel Lonwijk,2020/2021
Leicester City (Loan),Ademola Lookman,2021/2022
Fulham (Loan),Ademola Lookman,2020/2021
Everton,Ademola Lookman,2019/2020
Everton,Ademola Lookman,2018/2019
Everton,Ademola Lookman,2017/2018
Everton,Ademola Lookman,2016/2017
Arsenal,Joel Lopez Salguero,2021/2022
Arsenal,Joel Lopez Salguero,2020/2021
Brentford (Loan),Jonas Lössl,2021/2022
Everton,Jonas Lössl,2020/2021
Everton (Loan),Jonas Lössl,2019/2020
Everton,Jonas Lössl,2019/2020
Huddersfield Town,Jonas Lössl,2018/2019
Huddersfield Town (Loan),Jonas Lössl,2018/2019
Huddersfield Town (Loan),Jonas Lössl,2017/2018
Watford,Imrân Louza,2021/2022
Burnley,Matthew Lowton,2021/2022
Burnley,Matthew Lowton,2020/2021
Burnley,Matthew Lowton,2019/2020
Burnley,Matthew Lowton,2018/2019
Burnley,Matthew Lowton,2017/2018
Burnley,Matthew Lowton,2016/2017
Aston Villa,Matthew Lowton,2014/2015
Aston Villa,Matthew Lowton,2013/2014
Aston Villa,Matthew Lowton,2012/2013
Tottenham Hotspur,Lucas Moura,2021/2022
Tottenham Hotspur,Lucas Moura,2020/2021
Tottenham Hotspur,Lucas Moura,2019/2020
Tottenham Hotspur,Lucas Moura,2018/2019
Tottenham Hotspur,Lucas Moura,2017/2018
Chelsea,Romelu Lukaku,2021/2022
Manchester United,Romelu Lukaku,2019/2020
Manchester United,Romelu Lukaku,2018/2019
Manchester United,Romelu Lukaku,2017/2018
Everton,Romelu Lukaku,2016/2017
Everton,Romelu Lukaku,2015/2016
Everton,Romelu Lukaku,2014/2015
Everton (Loan),Romelu Lukaku,2013/2014
Chelsea,Romelu Lukaku,2013/2014
West Bromwich Albion (Loan),Romelu Lukaku,2012/2013
Chelsea,Romelu Lukaku,2012/2013
Chelsea,Romelu Lukaku,2011/2012
Southampton,Lyanco,2021/2022
Tottenham Hotspur U21,Brooklyn Lyons-Foster,2021/2022
Tottenham Hotspur,Brooklyn Lyons-Foster,2021/2022
Tottenham Hotspur,Brooklyn Lyons-Foster,2019/2020
Liverpool,Isaac Mabaya,2021/2022
Brighton and Hove Albion,Alexis Mac Allister,2021/2022
Brighton and Hove Albion,Alexis Mac Allister,2020/2021
Brighton and Hove Albion,Alexis Mac Allister,2019/2020
Brighton and Hove Albion,Alexis Mac Allister,2018/2019
Leicester City,James Maddison,2021/2022
Leicester City,James Maddison,2020/2021
Leicester City,James Maddison,2019/2020
Leicester City,James Maddison,2018/2019
Norwich City,James Maddison,2015/2016
Brentford,Paris Maghoma,2021/2022
Tottenham Hotspur U21,Paris Maghoma,2018/2019
Manchester United,Harry Maguire,2021/2022
Manchester United,Harry Maguire,2020/2021
Manchester United,Harry Maguire,2019/2020
Leicester City,Harry Maguire,2019/2020
Leicester City,Harry Maguire,2018/2019
Leicester City,Harry Maguire,2017/2018
Hull City,Harry Maguire,2016/2017
Hull City,Harry Maguire,2014/2015
Manchester City,Riyad Mahrez,2021/2022
Manchester City,Riyad Mahrez,2020/2021
Manchester City,Riyad Mahrez,2019/2020
Manchester City,Riyad Mahrez,2018/2019
Leicester City,Riyad Mahrez,2017/2018
Leicester City,Riyad Mahrez,2016/2017
Leicester City,Riyad Mahrez,2015/2016
Leicester City,Riyad Mahrez,2014/2015
Arsenal,Ainsley Maitland-Niles,2021/2022
West Bromwich Albion (Loan),Ainsley Maitland-Niles,2020/2021
Arsenal,Ainsley Maitland-Niles,2020/2021
Arsenal,Ainsley Maitland-Niles,2019/2020
Arsenal,Ainsley Maitland-Niles,2018/2019
Arsenal,Ainsley Maitland-Niles,2017/2018
Arsenal,Ainsley Maitland-Niles,2016/2017
Arsenal,Ainsley Maitland-Niles,2015/2016
Arsenal,Ainsley Maitland-Niles,2014/2015
Crystal Palace,Malachi Boateng,2021/2022
Burnley,Anthony Mancini,2021/2022
Burnley,Anthony Mancini,2020/2021
Liverpool,Sadio Mané,2021/2022
Liverpool,Sadio Mané,2020/2021
Liverpool,Sadio Mané,2019/2020
Liverpool,Sadio Mané,2018/2019
Liverpool,Sadio Mané,2017/2018
Liverpool,Sadio Mané,2016/2017
Southampton,Sadio Mané,2015/2016
Southampton,Sadio Mané,2014/2015
Newcastle United,Javier Manquillo,2021/2022
Newcastle United,Javier Manquillo,2020/2021
Newcastle United,Javier Manquillo,2019/2020
Newcastle United,Javier Manquillo,2018/2019
Newcastle United,Javier Manquillo,2017/2018
Sunderland (Loan),Javier Manquillo,2016/2017
